,std,no_Local,no_local_std,random,ias
5,,,0.0034353473252269175,0.0034194276654209116,0.003511384836350768
6,,,0.003116564188985661,0.003077836775943088,0.0034951482405371904
7,,,0.0030548263809985795,0.0027068273027243887,0.003404801430808597
8,,,0.002714111650239579,0.0026355105379392055,0.0033807389540060945
9,,,0.002510569547773134,0.002632176244987315,0.0033502170306205993
10,,,0.0025919802734201574,0.002523198965718721,0.003310574095276207
11,,,0.0025110162034325256,0.0023898419153633578,0.0032878628184482184
12,,,0.0024233464367716894,0.002412714937878628,0.0032845043321459906
13,,,0.0023671367579744898,0.002370239138521093,0.00327749818590144
14,,,0.0023140973802687117,0.002406779453062888,0.0032758185292441136
15,,,0.0023255840870702615,0.002357762011720867,0.00325551682314342
16,,,0.0023379820701060062,0.002288359504865945,0.003255401984956795
17,,,0.0022762616417466718,0.0022635578486595634,0.003257815098192094
18,,,0.0022423571372402426,0.0022262653897260807,0.003260184405326716
19,,,0.002219104474862946,0.002190039715164242,0.003296811748753074
20,,,0.002184795668489329,0.00217724763193308,0.0032147244907009586
21,,,0.0021760483994126716,0.002166159020804694,0.0032359103232700833
22,,,0.0021522173926378685,0.002134718565922255,0.0032187429427945296
23,,,0.002146265411253435,0.0022005860504850953,0.0031307323625162195
24,,,0.002095236393790155,0.002202322862780369,0.0030753199664889305
25,,,0.0020886619101010907,0.002201888408169,0.003058669881924952
