,std,no_Local,no_local_std,random,ias
5,,,0.0016370494598055329,0.0016096775686853199,0.0015896378222718108
6,,,0.0014309146082311195,0.0014155693424245037,0.0016174153148622143
7,,,0.001574688980535231,0.0013538431392994847,0.0016023044218850932
8,,,0.0011914228254564154,0.0013267011509852011,0.0016003534835191764
9,,,0.0011891522344230575,0.001304020997918532,0.0015875070287334743
10,,,0.0011122767302734864,0.001239199380136408,0.0015643087502538943
11,,,0.000989523549442715,0.001146235621328953,0.0015776773267449325
12,,,0.0009533336389408772,0.0011335058017352367,0.0015545335530839962
13,,,0.0009081908846857782,0.0010917948062827507,0.0015493490835787396
14,,,0.0008728907423416505,0.0011007846154338116,0.0015384849169372606
15,,,0.0008514153074683126,0.0010182821798582244,0.0015407442237117853
16,,,0.0008695377297679512,0.0009996230825166643,0.001555086080457464
17,,,0.000834530851358181,0.0009518997925044645,0.001534589336067311
18,,,0.0007768573742494093,0.0008943998130293257,0.0015098155533477214
19,,,0.0007890883872597661,0.000897776616008788,0.0015011810663717881
20,,,0.00079705282278331,0.0009173463752045334,0.001425492866498071
21,,,0.000791347394091645,0.0009163919751122991,0.0014518174831329102
22,,,0.0007938914971314528,0.0009216545710281274,0.0013332145621897625
23,,,0.0007687964317191442,0.0009255138105713129,0.0012834440836887488
24,,,0.0007553502305004725,0.0009083425080406474,0.0012457599535681259
25,,,0.0007612740855914862,0.0008859181933941202,0.0012914960455512271
