,std,no_Local,no_local_std,random,ias
5,,,0.0013772228027279219,0.0013959942241351972,0.0012720339970453967
6,,,0.0011225399248308452,0.0012441132573633067,0.001287169950637418
7,,,0.001263056199002834,0.0012990121974673727,0.001265758318253424
8,,,0.0010110612866710874,0.0012791574836719432,0.0012524116153909766
9,,,0.0009443914591549548,0.0013624521924516407,0.0012327946622709936
10,,,0.001006527490312256,0.0012765566241174343,0.0012306488966793714
11,,,0.0009567798209790503,0.0012518307604992567,0.0012184810333950929
12,,,0.0009593789361314066,0.001259893733325123,0.001193927192090796
13,,,0.000869715844201534,0.001143496129602268,0.001174073236730462
14,,,0.0008621495826133698,0.0010859904528134625,0.001214252888558967
15,,,0.000833741398336603,0.0009780611807284488,0.0011875236581558157
16,,,0.0008603347181018951,0.0009660975612978763,0.0011847124454158644
17,,,0.0008512367147535846,0.0009468311758507063,0.0011645258264382714
18,,,0.0007136479305593979,0.0009041389805059172,0.0012266008947623456
19,,,0.0006923076888442983,0.0009102632227577947,0.0012285628994318986
20,,,0.0006555045361317684,0.0009255145158056608,0.0011640702613620166
21,,,0.0006496481095632939,0.0009266388258660207,0.001125230450029468
22,,,0.0006577767632627536,0.000877553048431195,0.0011532620669646796
23,,,0.000642825629816114,0.0008423348451452053,0.0011806206002371198
24,,,0.0005394928114476921,0.0008492105111185854,0.0011425264615663759
25,,,0.0005111349140961178,0.0008500960267209026,0.0011352254291963346
