,std,no_Local,no_local_std,random,ias
5,,,0.0021538055341877144,0.002103320485749604,0.002147696793177358
6,,,0.00192468782138209,0.0018919036840663879,0.0021296950016754827
7,,,0.001877960643232842,0.0017941619214398275,0.0020847532656750223
8,,,0.0015738471330923,0.0016919204081255776,0.002088534435879824
9,,,0.0014012967853714367,0.0016200800013300941,0.0020585663594983867
10,,,0.0011985079686127503,0.001441338321302441,0.0019934451126941938
11,,,0.0011316795209383446,0.0014238184627770078,0.001973218466995471
12,,,0.0010533079694033047,0.0014184042600495518,0.0019142435389278025
13,,,0.0010164759817950482,0.001390259793454103,0.0019007184671237863
14,,,0.001030046482988937,0.0013868736303214568,0.0019082339417183691
15,,,0.0010012580088289364,0.001279018802536503,0.0017548264092477127
16,,,0.000967812163010147,0.0012178519255544914,0.0017302518175899568
17,,,0.0009426031824132839,0.0011960256986540655,0.0016317037410284259
18,,,0.000924481165495239,0.001172725058093433,0.0015939820825330072
19,,,0.0009236160756245871,0.001133225386756776,0.0015335095258785102
20,,,0.0008531539263229414,0.0011269720223179372,0.001472481909286745
21,,,0.0008227613492236946,0.001120144394811947,0.0015061628755908558
22,,,0.0008107016486687867,0.0010481220800602415,0.0015165562620391656
23,,,0.0008021706028401965,0.0010359291339016852,0.0015223920433858785
24,,,0.0007866178782751227,0.001051359496645072,0.0015229247395341671
25,,,0.0007440073866662238,0.0010521370344620004,0.001522096140203483
