,std,no_Local,no_local_std,random,ias
5,,,0.0034775879751222146,0.0034109774336544838,0.0034169245093835583
6,,,0.003001058692947106,0.0029092492706714076,0.0033529780366766153
7,,,0.0028005023127569157,0.002648516287964,0.0032661456610940305
8,,,0.0022955281405591344,0.0025315514359325287,0.0032315009241338467
9,,,0.0021377339713900237,0.002463029344016507,0.0032411221326735296
10,,,0.002130814485550003,0.0022828725278578126,0.0031684251865423643
11,,,0.0020162890146164726,0.0021504890203586564,0.003204549412205468
12,,,0.0019158249763752816,0.00205405594805252,0.0031701543625796322
13,,,0.0018042959573847841,0.002050861040336481,0.003143162042508403
14,,,0.0017471542572954956,0.0020468311516674566,0.0031317901711566884
15,,,0.0017488872333530424,0.0019642138392968254,0.0030755232247919834
16,,,0.001717832529658509,0.0019041644944655922,0.003097657495926959
17,,,0.0016090049227279032,0.0018197735433351898,0.0031002759906048334
18,,,0.0014278681059089605,0.0017244901224579266,0.0030591722692206486
19,,,0.001369562768652525,0.0016396524714425956,0.003120179251554996
20,,,0.0013277414513151137,0.001638585672759981,0.002855850234784002
21,,,0.0012977832140863516,0.0015900198268205905,0.002867047214665866
22,,,0.0012872414045907734,0.0015377908320284275,0.002749171204423324
23,,,0.0012484331876066316,0.0015181391720073092,0.0026372697615324146
24,,,0.0011710303718987587,0.0014959432336780697,0.0026100706599936348
25,,,0.0011391924087560121,0.0014579400191152762,0.0025240110849622656
